,Colouring,Director,Critic Review Count,Duration,Director Facebook Likes,Actor 3 Facebook Likes,Actor 2,Actor 1 Facebook Likes,Gross,Genres,Actor 1,Title,IMDb Votes,Cast Facebook Likes,Actor 3,Poster Facenumber,Plot Keywords,IMDb Link,User Review Count,Language,Country,Countent Rating,Budget,Actor 2 Facebook Likes,IMDb Score,Aspect Ratio,Facebook Likes,IMDb ID,id,Popularity,Revenue,Cast,Homepage,Tagline,Overview,Runtime,Production Companies,Release Date,Vote Count,Average Vote,Release Year,Adjusted Budget,Adjusted Revenue
2316,Color,Russell Crowe,183.0,111.0,0.0,234.0,Ryan Corr,523.0,4190530.0,Drama,Cem Yilmaz,The Water Diviner,53341,1795,Steve Bastoni,0.0,australian|battle|battle of gallipoli|gallipoli|world war one,http://www.imdb.com/title/tt3007512/?ref_=fn_tt_tt_1,185.0,English,Australia,R,22500000.0,468.0,7.1,2.35,18000,tt300751,256917,0.8931209999999999,15520023,Russell Crowe|Olga Kurylenko|Jai Courtney|Isabel Lucas|Damon Herriman,http://www.thewaterdiviner.com/,A father's journey in search of his sons.,"Four years after the Battle of Gallipoli, Australian farmer Joshua Connor travels to Turkey to find his three sons, who never returned home from the war. When he arrives in Istanbul, he meets others who have also suffered losses: hotelier Ayshe and her son, Orhan, who befriends Connor; and Major Hasan, a Turkish officer who fought against Connor's sons and now may be their father's only hope in finding closure.",112,Hopscotch Features|RatPac Entertainment|Seven West Media|Fear of God Films|Seven Group Holdings,12/25/2014,287,6.8,2014,20724548.64,14295354.29
2291, Black and White,Frank Coraci,108.0,90.0,153.0,427.0,Clint Howard,11000.0,161487252.0,Comedy,Adam Sandler,The Waterboy,119450,13823,Peter Dante,0.0,coach|college|college football|domineering mother|football,http://www.imdb.com/title/tt0120484/?ref_=fn_tt_tt_1,300.0,English,USA,PG-13,20000000.0,1000.0,6.1,1.85,0,tt012048,10663,1.053252,185991646,Adam Sandler|Kathy Bates|Fairuza Balk|Henry Winkler|Jerry Reed,,You can mess with him. But don't mess with his water.,Bobby Boucher is a water boy for a struggling college football team. The coach discovers Boucher's hidden rage makes him a tackling machine whose bone-crushing power might vault his team into the playoffs.,90,Touchstone Pictures,11/6/1998,292,5.8,1998,30766995.79,248800182.1
3689,Color,Nat Faxon,276.0,103.0,214.0,424.0,Liam James,7000.0,21501098.0,Comedy,Steve Carell,The Way Way Back,115813,8375,Jim Rash,1.0,awkward boy|shy kid|summer|vacation|water park,http://www.imdb.com/title/tt1727388/?ref_=fn_tt_tt_1,216.0,English,USA,PG-13,5000000.0,468.0,7.4,1.85,22000,tt172738,147773,0.7523270000000001,23198652,Liam James|Steve Carell|Toni Collette|AnnaSophia Robb|Sam Rockwell,,We've all been there.,"Over the course of his summer break, a teenager comes into his own thanks in part to the friendship he strikes up with one of the park's managers.",103,Fox Searchlight,6/6/2013,490,7.1,2013,4305753.423,21714712.01
3403,Color,Christopher McQuarrie,117.0,119.0,188.0,35.0,Nicky Katt,187.0,6047856.0,Action,Kristin Lehman,The Way of the Gun,27536,358,Dylan Kussman,4.0,criminal|drifter|gangster|money|surrogate mother,http://www.imdb.com/title/tt0202677/?ref_=fn_tt_tt_1,327.0,English,USA,R,8500000.0,127.0,6.7,1.85,1000,tt020267,1619,0.621992,19125401,Benicio del Toro|Ryan Phillippe|Juliette Lewis|James Caan|Taye Diggs,,,"Two petty if violent criminals kidnap a girl being paid $1,000,000 to be a surrogate mother. As the baby is for a gangster the pair's demand for money sees several henchmen and assorted other ruthless characters head after them to Mexico. Bullets rather than talking are always going to settle this one.",119,,9/8/2000,42,6.0,2000,0.0,24218344.47
2500,Color,Gore Verbinski,156.0,102.0,563.0,385.0,Hope Davis,12000.0,12469811.0,Comedy,Nicolas Cage,The Weather Man,69172,13156,Michael Rispoli,1.0,corndog|failure|funeral in the rain|new york city|weatherman,http://www.imdb.com/title/tt0384680/?ref_=fn_tt_tt_1,316.0,English,USA,R,22000000.0,442.0,6.6,1.85,0,tt038468,6963,0.707056,12482775,Nicolas Cage|Michael Caine|Hope Davis|Gemmenne de la PeÃ±a|Nicholas Hoult,,Dave Spritz is about to take his best shot . . . at life,"A Chicago weather man, separated from his wife and children, debates whether professional and personal success are mutually exclusive.",101,Paramount Pictures|Escape Artists|Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 2 KG,10/20/2005,147,5.7,2005,22331265.79,13937808.32
2873,Color,Clare Kilner,103.0,90.0,6.0,458.0,Debra Messing,1000.0,31585300.0,Comedy,Jack Davenport,The Wedding Date,38248,2666,Holland Taylor,0.0,chick flick|escort|male escort|wedding|wedding date,http://www.imdb.com/title/tt0372532/?ref_=fn_tt_tt_1,250.0,English,USA,PG-13,15000000.0,650.0,6.1,1.85,0,tt037253,6961,0.600522,47175038,Debra Messing|Dermot Mulroney|Amy Adams|Jack Davenport|Jeremy Sheffield,,Love doesn't come cheap.,"With the wedding of her younger sister fast approaching, Kat Ellis faces the undesirable prospect of traveling alone to London for the ceremony. While this is bad enough, Jeffrey, the man who left her as they moved closer to marriage, happens to be the groom's best man. Determined to show everyone -- most of all Jeffrey -- that her romantic life is as full and thrilling as ever, Kat hires a charming male escort as her date.",88,Universal Pictures|26 Films,2/4/2005,133,6.2,2005,16748449.34,52673915.62
1997,Color,Adam Shankman,108.0,103.0,163.0,968.0,Judy Greer,11000.0,60400856.0,Comedy,Matthew McConaughey,The Wedding Planner,61317,17533,Alex Rocco,2.0,chick flick|doctor|horseback riding|wedding|wedding planner,http://www.imdb.com/title/tt0209475/?ref_=fn_tt_tt_1,229.0,English,Germany,PG-13,35000000.0,2000.0,5.2,2.35,0,tt020947,2018,0.798104,94728529,Jennifer Lopez|Matthew McConaughey|Justin Chambers|Joanna Gleason|Lou Myers,,His big day is her big problem.,"Mary Fiore, San Francisco's premiere wedding planner is rescued from an accident by the man of her dreams, pediatrician Steve Edison, only to find he is the fiancÃ© of her latest client, wealthy Fran Donnolly. As Mary continues making the wedding arrangements, she and Steve are put into a string of uncomfortable situations that force them to face their mutual attraction.",103,Columbia Pictures Corporation|Intermedia Films|Dee Gee Entertainment|Tapestry Films|Prufrock Pictures,1/26/2001,245,5.4,2001,43102084.08,116657057.8
2263,Color,Jonathan Lynn,129.0,98.0,36.0,900.0,Matthew Perry,13000.0,57262492.0,Comedy,Bruce Willis,The Whole Nine Yards,90374,17582,Natasha Henstridge,4.0,adultery|black humor|dentist|hitman|sex in bed,http://www.imdb.com/title/tt0190138/?ref_=fn_tt_tt_1,318.0,English,USA,R,24000000.0,2000.0,6.7,1.85,0,tt019013,2069,0.74231,106371651,Bruce Willis|Matthew Perry|Rosanna Arquette|Michael Clarke Duncan|Kevin Pollak,,"In the heart of suburbia, a hit man with heart has just moved in.","A mobster named Jimmy the Tulip agrees to cooperate with an FBI investigation in order to stay out of prison; he's relocated by the authorities to a life of suburban anonymity as part of a witness protection program. It's not long before a couple of his new neighbors figure out his true identity and come knocking to see if he'd be up for one more hit, suburban style.",98,Franchise Pictures|Warner Bros.|Morgan Creek Productions|Nine Yards Productions|Rational Packaging Company,2/18/2000,313,6.0,2000,52297864.32,134697582.9
1925,Color,Howard Deutch,74.0,98.0,41.0,900.0,Matthew Perry,13000.0,16323969.0,Comedy,Bruce Willis,The Whole Ten Yards,45775,18085,Natasha Henstridge,5.0,dentist|face slap|flashback|hitman|killing an animal,http://www.imdb.com/title/tt0327247/?ref_=fn_tt_tt_1,112.0,English,USA,PG-13,40000000.0,2000.0,5.5,1.85,462,tt032724,2122,0.674089,26155781,Bruce Willis|Matthew Perry|Amanda Peet|Kevin Pollak|Frank Collison,,"They missed each other. This time, their aim is better.","Jimmy 'The Tulip' Tudeski now spends his days compulsively cleaning his house and perfecting his culinary skills with his wife, Jill, a purported assassin who has yet to pull off a clean hit. Suddenly, an uninvited and unwelcome connection to their past unexpectedly shows up on Jimmy and Jill's doorstep; it's Oz, and he's begging them to help him rescue his wife, Cynthia.",98,Cheyenne Enterprises|Franchise Pictures|MHF Zweite Academy Film|Eclipse Catering|Nine Yards Two Productions,4/7/2004,161,5.5,2004,46177815.99,30195421.05
4120,Color,Jay Alaimo,9.0,84.0,2.0,475.0,Sabrina Carmichael,10000.0,,Horror,William McNamara,The Wicked Within,742,11257,Patrick Muldoon,0.0,after dark horrorfest,http://www.imdb.com/title/tt1943014/?ref_=fn_tt_tt_1,7.0,English,USA,R,1200000.0,500.0,4.6,,479,tt194301,157422,0.292437,0,Sienna Guillory|Gianni Capaldi|Enzo Cilenti|Michele Hicks|Sonja Kinski,https://www.facebook.com/The-Wicked-Within-266290676718514/,Every family has its demons. The truth will possess us all.,"After a year passes since the sudden death of a child, a family gathering takes place whilst unexplainable events occur. Tension over peculiar circumstances cracks the veneer of cordiality and dark secrets emerge.",91,After Dark Films|High Five Films,10/16/2015,17,4.1,2015,0.0,0.0
3631,Color,Sam Peckinpah,147.0,144.0,541.0,242.0,Warren Oates,682.0,,Action,William Holden,The Wild Bunch,63192,2379,L.Q. Jones,1.0,friendship|honor|righteous rage|soldier|texas,http://www.imdb.com/title/tt0065214/?ref_=fn_tt_tt_1,287.0,English,USA,R,6244087.0,288.0,8.0,2.35,0,tt006521,576,0.615889,638641,Ernest Borgnine|William Holden|Robert Ryan|Edmond O'Brien|Warren Oates,,"If you only want to spend two hours in a movie theatre and go home and forget it, stay away from THE WILD BUNCH.","Aging outlaw Pike Bishop (William Holden) prepares to retire after one final robbery. Joined by his gang, which includes Dutch Engstrom (Ernest Borgnine) and brothers Lyle (Warren Oates) and Tector Gorch (Ben Johnson), Bishop discovers the heist is a setup orchestrated in part by his old partner, Deke Thornton (Robert Ryan). As the remaining gang takes refuge in Mexican territory, Thornton trails them, resulting in fierce gunfights with plenty of casualties",145,Warner Brothers/Seven Arts,6/17/1969,121,7.2,1969,37116502.82,3796250.834
2151,Color,Cathy Malkasian,38.0,85.0,0.0,503.0,Flea,1000.0,39880476.0,Adventure,Alfre Woodard,The Wild Thornberrys Movie,12218,2908,Cree Summer,0.0,africa|chimpanzee|elephant|safari|shaman,http://www.imdb.com/title/tt0282120/?ref_=fn_tt_tt_1,33.0,English,USA,PG,25000000.0,535.0,5.2,2.35,187,tt028212,14317,0.228316,0,Lacey Chabert|Tom Kane|Cree Summer|Tim Curry|Lynn Redgrave,,You don't need extraordinary powers to do extraordinary things.,"Eliza and Debbie are two sisters who don't always get along. But their relationship is put to the test when Debbie's life is in danger, and Eliza might have to give up her power to talk to animals....",85,Paramount Pictures|Nickelodeon Movies|Paramount Animation,12/20/2002,21,5.9,2002,42429148.78,0.0
3433,Color,Ken Loach,169.0,127.0,644.0,6.0,Orla Fitzgerald,97.0,1829142.0,Drama,Padraic Delaney,The Wind That Shakes the Barley,36846,128,Martin Lucey,1.0,civil war|colonialism|hatred|independence|rural ireland,http://www.imdb.com/title/tt0460989/?ref_=fn_tt_tt_1,222.0,English,Ireland,Not Rated,,8.0,7.5,1.85,0,tt046098,1116,0.5014310000000001,22889018,Cillian Murphy|PÃ¡draic Delaney|Liam Cunningham|Orla Fitzgerald|Gerard Kearney,,,"Set during the 1920â€™s Irish revolution against the British, an Irish medical student is about to start his new job in London â€“ but after he witnesses the mercenary atrocities of the British, he decides to join his brother in the IRA to fight for Irish independence.",124,BIM Distribuzione|Matador Pictures|Diaphana Films|BÃ³rd ScannÃ¡n na hÃ‰ireann|Element Films,5/18/2006,71,6.5,2006,7030849.529,24758344.83
3867,Color,Robert Eggers,425.0,92.0,22.0,159.0,Kate Dickie,648.0,25138292.0,Horror,Julian Richings,The Witch,66483,1122,Ralph Ineson,0.0,black magic|goat|isolation|naked woman|witch,http://www.imdb.com/title/tt4263482/?ref_=fn_tt_tt_1,452.0,English,USA,R,3500000.0,191.0,6.8,1.66,43000,tt426348,310131,2.46449,40423945,Anya Taylor-Joy|Ralph Ineson|Kate Dickie|Harvey Scrimshaw|Ellie Grainger,http://a24films.com/films/witch/,Evil takes many forms.,"New England in the 1630s: William and Katherine lead a devout Christian life with five children, homesteading on the edge of an impassable wilderness. When their newborn son vanishes and crops fail, the family turns on one another. Beyond their worst fears, a supernatural evil lurks in the nearby wood.",92,Parts and Labor|RT Features|Rooks Nest Entertainment|Maiden Voyage Pictures|Pulse Films,3/24/2015,700,5.8,2015,3219998.583,37190013.04
2283,Color,Sidney Lumet,32.0,118.0,0.0,227.0,Diana Ross,738.0,13000000.0,Adventure,Lena Horne,The Wiz,10895,1458,Theresa Merritt,0.0,melancholy|new york city|sadness|teacher|wizard,http://www.imdb.com/title/tt0078504/?ref_=fn_tt_tt_1,150.0,English,USA,G,24000000.0,295.0,5.2,1.85,0,tt007850,24961,0.277769,21049053,Diana Ross|Michael Jackson|Nipsey Russell|Ted Ross|Theresa Merritt,,From the book that's an American traditionâ€¦ from the smash-hit Broadway showâ€¦ the entertainment of the year!,"A Thanksgiving dinner brings a host of family together in a Harlem apartment, where a 24-year-old schoolteacher named Dorothy Gale (Diana Ross) lives with her Aunt Em (Theresa Merritt) and Uncle Henry (Stanley Greene). Extremely introverted, she has, as Aunt Em teases her, ""never been south of 125th Street"", and refuses to move out and on with her life.",134,Universal Pictures|Motown Productions,10/24/1978,30,6.1,1978,80224816.68,70360684.09
445,Color,Martin Scorsese,606.0,240.0,17000.0,4000.0,Matthew McConaughey,29000.0,116866727.0,Biography,Leonardo DiCaprio,The Wolf of Wall Street,780588,46057,Jon Favreau,3.0,based on true story|fellatio|female rear nudity|sex in an airplane|stockbroker,http://www.imdb.com/title/tt0993846/?ref_=fn_tt_tt_1,1138.0,English,USA,R,100000000.0,11000.0,8.2,2.35,138000,tt099384,106646,4.877927,392000694,Leonardo DiCaprio|Jonah Hill|Margot Robbie|Kyle Chandler|Rob Reiner,http://www.thewolfofwallstreet.com/,EARN. SPEND. PARTY.,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.",180,Paramount Pictures|Appian Way|EMJAG Productions|Red Granite Pictures|Sikelia Productions,12/25/2013,4027,7.9,2013,93603335.27,366925723.9
198,Color,Joe Johnston,357.0,119.0,394.0,162.0,Simon Merrells,12000.0,61937495.0,Drama,Anthony Hopkins,The Wolfman,89442,13071,Art Malik,0.0,asylum|death|full moon|transformation|werewolf,http://www.imdb.com/title/tt0780653/?ref_=fn_tt_tt_1,432.0,English,USA,R,150000000.0,490.0,5.8,1.85,0,tt078065,7978,0.642475,0,Benicio del Toro|Anthony Hopkins|Emily Blunt|Hugo Weaving|Cristina Contes,http://www.thewolfmanmovie.com/,When the moon is full the legend comes to life,"Lawrence Talbot, an American man on a visit to Victorian London to make amends with his estranged father, gets bitten by a werewolf and, after a moonlight transformation, leaves him with a savage hunger for flesh.",102,Universal Pictures|Stuber Productions|Relativity Media,2/11/2010,299,5.4,2010,150000000.0,0.0
345,Color,James Mangold,440.0,138.0,446.0,929.0,Tao Okamoto,20000.0,132550960.0,Action,Hugh Jackman,The Wolverine,328067,23755,Rila Fukushima,1.0,healing power|marvel comics|mecha|regeneration|self healing,http://www.imdb.com/title/tt1430132/?ref_=fn_tt_tt_1,533.0,English,USA,PG-13,120000000.0,992.0,6.7,2.35,68000,tt143013,76170,0.734349,415440673,Hugh Jackman|Tao Okamoto|Rila Fukushima|Hiroyuki Sanada|Svetlana Khodchenkova,http://www.thewolverinemovie.com,"When he's most vulnerable, he's most dangerous.","Wolverine faces his ultimate nemesis - and tests of his physical, emotional, and mortal limits - in a life-changing voyage to modern-day Japan.",126,Twentieth Century Fox Film Corporation|Donners' Company|Marvel Entertainment|Bad Hat Harry Productions|Big Screen Productions,7/23/2013,2986,6.4,2013,112324002.3,388866326.0
2831,Color,James Watkins,462.0,95.0,43.0,259.0,Roger Allam,11000.0,54322273.0,Drama,Daniel Radcliffe,The Woman in Black,139749,11946,Jessica Raine,0.0,afterlife|baby boy|bird in a cage|ghost|reunited family,http://www.imdb.com/title/tt1596365/?ref_=fn_tt_tt_1,509.0,English,UK,PG-13,17000000.0,326.0,6.4,2.35,29000,tt159636,16182,0.217076,0,Adrian Rawlins|Bernard Hepton|David Daker|Pauline Moran|David Ryall,,,"When a friendless old widow dies in the seaside town of Crythin, a young solicitor is sent by his firm to settle the estate. The lawyer finds the townspeople reluctant to talk about or go near the woman's dreary home and no one will explain or even acknowledge the menacing woman in black he keeps seeing.",100,Central Films Limited|Granada Television|Capglobe,12/24/1989,15,6.6,1989,0.0,0.0
2830,Color,James Watkins,462.0,95.0,43.0,259.0,Roger Allam,11000.0,54322273.0,Drama,Daniel Radcliffe,The Woman in Black,139749,11946,Jessica Raine,0.0,afterlife|baby boy|bird in a cage|ghost|reunited family,http://www.imdb.com/title/tt1596365/?ref_=fn_tt_tt_1,509.0,English,UK,PG-13,17000000.0,326.0,6.4,2.35,29000,tt159636,65086,1.049943,127730736,Daniel Radcliffe|CiarÃ¡n Hinds|Sidney Johnston|Alisa Khazanova|Mary Stockley,http://womaninblack.com/,What did they see?,"The story follows a young lawyer, Arthur Kipps, who is ordered to travel to a remote village and sort out a recently deceased clientâ€™s papers. As he works alone in the clientâ€™s isolated house, Kipps begins to uncover tragic secrets, his unease growing when he glimpses a mysterious woman dressed only in black. Receiving only silence from the locals, Kipps is forced to uncover the true identity of the Woman in Black on his own, leading to a desperate race against time when he discovers her true identity.",95,Hammer Film Productions|UK Film Council|Alliance Films|Film i VÃ¤st|Talisman Productions,2/1/2012,695,6.1,2012,16145652.78,121311536.1
